Date,Close,High,Low,Open,Volume,daily_return,ma_7,volatility
,,,,,,,,
2025-01-13,1905.799072265625,1925.8070469770787,1892.9785364775744,1899.777330605508,5804152.0,0.003169709188075044,,
2025-01-14,1884.285888671875,1915.12327712042,1875.5930733895989,1912.2579998126723,5792162.0,-0.014627791408657992,,
2025-01-15,1893.60986328125,1901.7684398888916,1881.420549328485,1891.036010381721,2985439.0,0.0013610808495441334,,
2025-01-16,1873.0191650390625,1910.41253260361,1861.7526156669912,1909.4412763032324,7533579.0,-0.019074748051264915,,
2025-01-17,1763.2672119140625,1804.5942151264317,1759.9164250856263,1797.795420989787,16409953.0,-0.01920586106327653,,
2025-01-20,1761.17919921875,1775.4080099966866,1741.60835991682,1770.5517282126625,4333011.0,-0.005293564059477605,,
2025-01-21,1748.941162109375,1779.0016155615642,1741.5111463055791,1766.7638099629812,7169109.0,-0.010087736545825924,1832.8716517857142,0.009198048368539002
2025-01-22,1803.0887451171875,1812.1700865447272,1753.2633671133483,1755.448693830049,8373913.0,0.027138390005120066,1818.1987479073662,0.016271816379103257
2025-01-23,1811.8299560546875,1825.5247642701756,1799.446438649042,1804.5941442893445,5907471.0,0.004009661556445133,1807.847900390625,0.016088285086513342
2025-01-24,1821.5426025390625,1840.4336089404928,1810.6645792715367,1811.8786496612856,4887027.0,0.005333664525261365,1797.5525774274554,0.016336805876955064
2025-01-27,1769.6290283203125,1809.450537739156,1759.9164650474238,1795.6101350752897,7652371.0,-0.014469235970250193,1782.7825578962054,0.01563349378624663
2025-01-28,1777.15625,1809.9361507719636,1772.4456805643415,1777.3990640797924,6999495.0,-0.00013661202185798142,1784.7667061941963,0.01362689526303797
2025-01-29,1827.1759033203125,1834.36322360914,1787.5972093347696,1791.9678626583263,5145155.0,0.01964769647696481,1794.1948067801338,0.014927694578015186
2025-01-30,1806.488037109375,1832.954770249272,1790.9965471548646,1819.3086909049005,7336056.0,-0.0070469920028517164,1802.4157889229912,0.014469981775647841
2025-01-31,1825.7677001953125,1842.910279604707,1817.2205970496625,1817.2205970496625,5820470.0,0.0047033932806653175,1805.6556396484375,0.010731593355640405
2025-02-01,1798.1353759765625,1836.2571867836969,1792.9391783431893,1826.2533177597816,1701402.0,-0.015396517837794063,1803.6992710658483,0.012416010999080247
