Date,Close,High,Low,Open,Volume,daily_return,ma_7,volatility
,,,,,,,,
2025-01-13,4146.85400390625,4177.633454859343,4085.295102000063,4102.303569240159,4003771.0,0.01085985810512378,,
2025-01-14,4090.75537109375,4168.887683847196,4077.2259826296954,4157.387798026273,3441709.0,-0.016027474503138024,,
2025-01-15,4106.74951171875,4113.36934289311,4066.0164811061386,4076.211653417297,1653474.0,0.007491725380808335,,
2025-01-16,4064.904296875,4149.6564346958185,4050.9403192872737,4116.799350676336,2637705.0,-0.012605679650821527,,
2025-01-17,4058.99951171875,4094.7250599119097,4035.133463463163,4094.0359508349434,1761466.0,-0.008557921702922027,,
2025-01-20,4013.236083984375,4080.159197096652,4003.68971251208,4080.159197096652,1287799.0,-0.01640208381082236,,
2025-01-21,3971.9501953125,4045.910243894413,3966.1927226695407,4030.458871168815,1971591.0,-0.01451662893147151,4064.7784249441966,0.01146841649787837
2025-01-22,4090.7880859375,4097.2341866812185,3980.1675861797344,3985.875802050039,2409223.0,0.02632101176697524,4056.7690080915177,0.016071001292729925
2025-01-23,4079.814697265625,4124.987859977081,4074.499811787622,4102.007467712743,1822998.0,-0.005410221854006699,4055.2060546875,0.015329652455452716
2025-01-24,4086.60595703125,4111.849744585292,4039.021386256112,4039.021386256112,1910099.0,0.011781212879203336,4052.3284040178573,0.015911490425781532
2025-01-27,4000.7861328125,4090.542349798662,3977.067853766373,4037.0527805961183,1551782.0,-0.008983446527608461,4043.1686662946427,0.015594045036537465
2025-01-28,3976.329833984375,4037.052887627697,3964.519830412573,4006.346926396039,2468272.0,-0.007492384699361631,4031.358712332589,0.015527295712467847
2025-01-29,4034.887451171875,4042.810283413764,3989.8127972855,3989.8127972855,1217089.0,0.011297435788727207,4034.4517647879466,0.014787011267433176
2025-01-30,4035.133544921875,4064.511024735467,3994.24160002701,4034.986015988193,1531251.0,3.65624398938824e-05,4043.477957589286,0.013018604667721282
2025-01-31,4047.288330078125,4063.084498974476,4020.568291772513,4044.926425355861,1492943.0,0.0005839178451945211,4037.2637067522323,0.008489310566551025
2025-02-01,4008.65966796875,4070.416146418094,3991.781300247632,4047.878818520343,437172.0,-0.00968881537958913,4027.098702566964,0.009097748951139227
2025-02-03,4004.230712890625,4012.4486029262193,3935.388283689166,3967.0784110116783,1265713.0,0.009365154410817948,4015.330810546875,0.008592511252986471
2025-02-04,4042.022705078125,4053.63616349098,4001.672100150688,4019.0425508168632,2547132.0,0.005717818104859597,4021.221749441964,0.008006327726843935
2025-02-05,4026.325439453125,4084.292775750716,4011.464422640944,4084.292775750716,1693912.0,-0.014192747552710933,4028.3639787946427,0.009506937049052517
2025-02-06,4018.107666015625,4073.959141135676,3987.401704841656,4040.398951605466,2284536.0,-0.005517100132149993,4025.966866629464,0.00836354556273631
2025-02-07,3965.602294921875,4025.242909445723,3944.541217862704,4025.242909445723,1548940.0,-0.014816649793704121,4016.0338309151784,0.009570692293617514
2025-02-10,3973.03271484375,3987.844475474268,3950.7906859718814,3976.034472091817,1339511.0,-0.0007549625812191985,4005.4258858816966,0.009474887800940043
2025-02-11,3900.794921875,3976.034436359499,3892.380246485599,3954.776334352079,1810908.0,-0.01364967520620179,3990.0166364397323,0.009958393366071547
2025-02-12,3887.60693359375,3958.0733824566832,3877.765264214856,3908.225423162638,1678002.0,-0.005275665381707425,3973.3560965401784,0.007777448357889278
2025-02-13,3848.240234375,3921.363885502808,3840.465411719575,3905.174387520859,2277310.0,-0.014579157675466265,3945.6728864397323,0.005812973283198133
2025-02-14,3872.549560546875,3885.4912603012967,3838.251244978485,3862.8554196257824,1681975.0,0.0025095790207006422,3923.704903738839,0.007023868058244866
2025-02-17,3842.679931640625,3871.7128572350416,3795.144618968299,3795.439917114117,1799806.0,0.01244651886425514,3898.643798828125,0.010341697655527352
2025-02-18,3811.875244140625,3862.264542094176,3803.313040041849,3836.676202324196,2149879.0,-0.006464178073861651,3876.682791573661,0.009446473700268972
